name,latitude,longitude
Topic modeling in fringe word prediction for AAC,40.992428,39.768364
Term feedback for information retrieval with language models,39.932243,116.3811
The Learning of Liberty: The Educational Ideas of the American Founders,22.3797,114.2017
Character-level incremental speech recognition with recurrent neural networks,34.71098,137.72594
Growing Wikipedia Across Languages via Recommendation,49.992893,8.258749
Integrating language models into classifiers for BCI communication: a review,32.10076,118.94088
Data Noising as Smoothing in Neural Network Language Models,31.285961,118.38046
Gated-Attention Architectures for Task-Oriented Language Grounding,55.68167,12.529636
Sequential Dialogue Context Modeling for Spoken Language Understanding,40.349148,18.167084
Language Modeling for Morphologically Rich Languages: Character-Aware Modeling for Word-Level Prediction,33.877766,130.71295
N-gram measures and L2 writing proficiency,39.90859,116.25193
Prompsit＊s submission to WMT 2018 Parallel Corpus Filtering shared task,1.858605,103.08553
Numeracy for Language Models: Evaluating and Improving their Ability to Predict Numbers,18.542068,73.811516
WT5?! Training Text-to-Text Models to Explain their Predictions.,46.78634,-71.28618
An intelligent Chatbot using deep learning with Bidirectional RNN and attention model,51.751076,-1.23866
Improving Transformer Models by Reordering their Sublayers,30.020712,31.21305
Pretrained Language Models for Biomedical and Clinical Tasks: Understanding and Extending the State-of-the-Art,47.25322,5.996206
Training Question Answering Models From Synthetic Data,-33.31361,26.519722
Med7: A transferable clinical natural language processing model for electronic health records,43.834988,125.30309
ByT5: Towards a Token-Free Future with Pre-trained Byte-to-Byte Models,41.908375,12.470145
Detection of OOV words using generalized word models and a semantic class language model,53.921665,27.598333
Language identification of short text segments with n-gram models,35.680836,139.55827
Fast and Robust Multilingual Dependency Parsing with a Generative Latent Variable Model,22.253275,84.899155
Predicting Query Performance via Classification,55.963272,-3.23271
Using an Error-Annotated Learner Corpus to Develop an ESL/EFL Error Correction System.,35.943577,120.171555
Improving low-resource CD-DNN-HMM using dropout and multilingual DNN training,30.622778,32.275
Learning in Natural Language,44.306534,86.057945
Tree linearization in English,51.531544,-0.106587
Probabilistic and rule-based tagger of an inflective language,37.451496,127.129265
Multi-class composite N-gram language model,45.32878,8.418654
Bilingual LSA-based adaptation for statistical machine translation,11.391783,79.7132
Using semantic analysis to improve speech recognition performance,36.82928,-2.40442
A language and character set determination method based on N-gram statistics,41.929752,12.429125
The proper treatment of language acquisition and change in a population setting,23.13113,113.29106
Measures for Corpus Similarity and Homogeneity,36.090412,-80.26977
A New Approach to Improving Multilingual Summarization Using a Genetic Algorithm,32.07998,34.789726
Studies of perplexity in mothers of schizophrenic children.,38.750153,-9.193656
Augmented Statistical Models for Speech Recognition,23.731546,90.392494
Word Topic Models for Spoken Document Retrieval and Transcription,51.10889,17.06889
A Class-Based Agreement Model for Generating Accurately Inflected Translations,35.261116,139.60844
A study of Poisson query generation model for information retrieval,31.93389,131.41888
Decoder Integration and Expected BLEU Training for Recurrent Neural Network Language Models,22.27006,114.13115
Phrase-based Compressive Cross-Language Summarization,-27.6042,151.932
LSTM based Conversation Models,29.966967,-95.55079
Composition-based on-the-fly rescoring for salient n-gram biasing,45.19596,5.704727
Gated Word-Character Recurrent Language Model,-39.8073,-73.2511
Bilingual Word Embeddings from Parallel and Non-parallel Corpora for Cross-Language Text Classification,53.533287,8.580858
Probabilistic Approaches to Controversy Detection,34.82922,135.50471
TopicRNN: A Recurrent Neural Network with Long-Range Semantic Dependency,30.31611,120.394775
QCRI advanced transcription system (QATS) for the Arabic Multi-Dialect Broadcast media recognition: MGB-2 challenge,56.463898,-3.037875
Memory Architectures in Recurrent Neural Network Language Models,41.769775,123.44608
"BERT has a Mouth, and It Must Speak: BERT as a Markov Random Field Language Model",-32.949978,-60.636066
Mask-Predict: Parallel Decoding of Conditional Masked Language Models.,45.191917,5.717145
ERNIE: Enhanced Language Representation with Informative Entities,48.84224,2.345158
"Language as a Latent Variable: Discrete Generative Models for Sentence
  Compression",-6.902432,107.60797
Towards Language-Universal End-to-End Speech Recognition,59.9564,30.31
Neural Character-based Composition Models for Abuse Detection,36.810555,117.995
Efficient Contextualized Representation: Language Model Pruning for Sequence Labeling,52.117775,5.189863
SUM-QE: a BERT-based Summary Quality Estimation Model,35.573,129.19
Shapeglot: Learning Language for Shape Differentiation,-2.578966,-44.32817
"ProphetNet: Predicting Future N-gram for Sequence-to-Sequence
  Pre-training",35.93661,-83.7505
Correction of Automatic Speech Recognition with Transformer Sequence-To-Sequence Model,41.258736,-96.01062
Structured Pruning of a BERT-based Question Answering Model,51.75518,-1.224579
Iterative Pseudo-Labeling for Speech Recognition,33.783024,-118.11286
Multi-engine machine translation guided by explicit word matching,40.78141,-73.97363
SpAtten: Efficient Sparse Attention Architecture with Cascade Token and Head Pruning,43.673985,-72.27329
Impossible Puzzle Films,60.453335,22.290556
Monotone statistical translation using word groups,42.0305,-93.6482
Bilingual N-gram Statistical Machine Translation.,44.445843,26.089838
A Mixture Model for Expert Finding,55.711666,13.198333
A comparative study on selecting acoustic modeling units in deep neural networks based large vocabulary Chinese speech recognition,40.681255,-80.08504
Statistical syntactic methods for high-performance OCR,22.595024,113.99133
Improvements in stochastic language modeling,44.492527,11.362128
Endurance and Living: Long-Term Effects of the Holocaust,45.8264,1.2583
Using first and second language models to correct preposition errors in second language authoring,40.16893,-75.13744
Targeted help for spoken dialogue systems,41.784046,-87.59073
A unified language model for large vocabulary continuous speech recognition of Turkish,50.9247,13.337706
The historical reader of Plato's Protagoras1,55.765835,37.684723
"The Role of the Strictly Conserved Positively Charged Residue Differs among the Gram-positive, Gram-negative, and Chloroplast YidC Homologs",37.41238,-122.14873
A combined punctuation generation and speech recognition system and its performance enhancement using prosody,50.22374,18.950954
PageRank without hyperlinks,36.05042,140.11853
Phonetic speaker recognition using maximum-likelihood binary-decision tree models,37.19422,49.63625
A unified context-free grammar and n-gram model for spoken language processing,22.79728,108.3504
Language model representations for beam-search decoding,45.70046,126.62017
Summarizing multiple spoken documents,45.680298,13.773676
Incorporating language constraints in sub-word based speech recognition,33.880554,-117.88528
Group independent component analysis of language fMRI from word generation tasks,32.198273,119.46642
Bayesian Learning of a Language Model from Continuous Speech,52.21722,4.421389
A glimpse of symbolic-statistical modeling by PRISM,30.251675,120.17648
Efficient GPU-based training of recurrent neural network language models using spliced sentence bunch,39.907104,116.375336
Improving Neural Machine Translation Models with Monolingual Data,32.88715,-117.24621
Predicting Vulnerable Software Components through N-Gram Analysis and Statistical Feature Selection,50.852055,4.452361
Translation research terms - a tentative glossary for moments of perplexity and dispute,35.070255,136.9997
HMM-Based On-Line Recognition of Handwritten Whiteboard Notes,36.895,30.6511
Multilingual opinion mining on YouTube 每 A convolutional N-gram BiLSTM word embedding,48.8831,2.35306
A Melody-Conditioned Lyrics Language Model,43.510975,16.4681
Structured Generative Models of Natural Source Code,40.8665,14.22075
Bug or Not? Bug Report Classification Using N-Gram IDF,48.35916,-4.558795
Hierarchical Text Generation and Planning for Strategic Dialogue,40.7408,30.3333
A Comparison of Modeling Units in Sequence-to-Sequence Speech Recognition with the Transformer on Mandarin Chinese,50.886333,11.619141
Multi-hop Question Answering via Reasoning Chains,45.764236,3.112326
Analysing Neural Language Models: Contextual Decomposition Reveals Default Reasoning in Number and Gender Assignment,39.003796,-77.101166
Incorporating BERT into Neural Machine Translation,28.007355,120.685074
Lite Transformer with Long-Short Range Attention,45.50499,9.265472
Reinforcement-Learning-Guided Source Code Summarization Using Hierarchical Attention,-34.92062,138.60837
A Short Text Classification Method Based on <i>N</i> 坼Gram and CNN,13.083889,80.27
What Does BERT with Vision Look At?,34.770374,135.50815
Investigating Pretrained Language Models for Graph-to-Text Generation,43.87729,125.304405
TwinBERT,31.990278,34.817455
STORIUM: A Dataset and Evaluation Platform for Machine-in-the-Loop Story Generation,19.2839,-99.6781
Cross-lingual Retrieval for Iterative Self-Supervised Training,-27.378023,153.08887
CoLAKE: Contextualized Language and Knowledge Embedding,40.7661,29.9394
UHH-LT at SemEval-2020 Task 12: Fine-Tuning of Pre-Trained Transformer Networks for Offensive Language Detection,51.352016,12.4338
The KIT Motion-Language Dataset,48.83983,2.34767
n-gram/2L: a space and time efficient two-level n-gram inverted index structure,34.1994,117.18418
Surprisal-based comparison between a symbolic and a connectionist model of sentence processing,-27.4469,153.0283
Language independent NER using a unified model of internal and contextual evidence,53.338966,-6.261813
k-TSS language models in speech recognition systems,46.77582,23.607655
Joint acoustic and language modeling for speech recognition,19.562136,-96.93036
Hierarchical Pitman每Yor每Dirichlet Language Model,44.318054,-96.78333
A factor automaton approach for the forced alignment of long speech recordings,21.433369,40.490295
Experiments with Lattice-based PPRLM Language Identification,37.999146,23.818249
A Statistical Model for Lost Language Decipherment,48.153435,11.552753
The LIMSI continuous speech dictation system: evaluation on the ARPA Wall Street Journal task,31.21628,121.42229
Attacking decipherment problems optimally with low-order N-gram models,43.5898,-84.77749
Integrating multiple document features in language models for expert finding,35.320934,139.64966
Light supervision in acoustic model training,42.283894,-83.72904
Relevance-based language modelling for recommender systems,50.451855,3.953206
A phonotactic language model for spoken language identification,50.681667,10.938889
Latent Trees for Coreference Resolution,53.460835,9.969444
Speech utterance classification,35.70841,139.4882
Extractive Broadcast News Summarization Leveraging Recurrent Neural Network Language Modeling Techniques,36.386368,127.3693
Learning context-sensitive word embeddings with neural tensor skip-gram model,31.473963,120.269966
A technology prototype system for rating therapist empathy from audio recordings in addiction counseling,30.577387,114.24364
Question answering system on education acts using NLP techniques,51.05697,13.782295
Probabilistic language models in cognitive neuroscience: Promises and pitfalls,33.645603,72.990326
An analysis of the influence of deep neural network (DNN) topology in bottleneck feature based language recognition,34.50408,135.79361
Personalized Language Model for Query Auto-Completion,6.5158296,3.3899834
Improving Slot Filling in Spoken Language Understanding with Joint Pointer and Attention,28.673801,116.03273
Attention-Based LSTM for Psychological Stress Detection from Spoken Language Using Distant Supervision,36.77077,126.9316
MTIL2017: Machine Translation Using Recurrent Neural Network on Statistical Machine Translation,35.640896,139.63202
Automatic Spelling Correction for Resource-Scarce Languages using Deep Learning,40.466988,-79.95294
Gender Bias in Neural Natural Language Processing,45.44865,9.189473
A neural attention model for speech command recognition,49.251945,4.0375
Simple Recurrent Units for Highly Parallelizable Recurrence.,37.55111,126.94111
Alibaba Submission for WMT18 Quality Estimation Task,45.374336,-75.69051
Learning to Compose and Reason with Language Tree Structures for Visual Grounding,41.20561,29.072647
Sequence-to-Sequence Models Can Directly Translate Foreign Speech,45.56111,18.696112
Neural Architecture Optimization,50.925278,5.390833
Coherent Dialogue with Attention-based Language Models,38.7102,-90.31106
BlackOut: Speeding up Recurrent Neural Network Language Models With Very Large Vocabularies,-3.122065,-60.017586
The CORAL+ Algorithm for Unsupervised Domain Adaptation of PLDA,34.718388,135.37897
From Phonology to Syntax: Unsupervised Linguistic Typology at Different Levels with Language Embeddings,55.652893,12.140558
Attention-Based End-to-End Speech Recognition on Voice Search,35.65125,139.75072
Bayesian Neural Word Embedding,-5.366149,105.24293
Acquiring Knowledge from Pre-Trained Model to Neural Machine Translation,31.23358,121.48447
Natural language processing for structuring clinical text data on depression using UK-CRIS,-25.421932,-49.29485
The SML Language for Structured Modeling,40.06678,-79.88482
How Much Knowledge Can You Pack Into the Parameters of a Language Model,28.130627,30.733435
Adv-BERT: BERT is not robust on misspellings! Generating nature adversarial samples on BERT.,39.923615,116.407074
Generating Sentiment-Preserving Fake Online Reviews Using Neural Language Models and Their Human- and Machine-Based Detection,45.498,-73.629
"Show, Edit and Tell: A Framework for Editing Image Captions",48.84747,2.348696
Transform and Tell: Entity-Aware News Image Captioning,45.715046,126.61456
Placing language in an integrated understanding system: Next steps toward human-level performance in neural language models,59.395,24.6719
Leveraging Code Generation to Improve Code Retrieval and Summarization via Dual Learning,43.519527,-112.04593
A Simple Language Model for Task-Oriented Dialogue,24.957523,121.24276
A Deep Learning Approach for Automatic Hate Speech Detection in the Saudi Twittersphere,50.46779,4.860024
Nearest Neighbor Machine Translation,31.204262,121.39603
Connectionist language modeling for large vocabulary continuous speech recognition,-37.794167,144.9
Language model size reduction by pruning and clustering,36.30333,-82.36917
THE THEORY AND PRACTICE OF COUNSELLING,43.135834,13.068611
Code-Switch Language Model with Inversion Constraints for Mixed Language Speech Recognition,-24.987661,-53.448803
Byte Level n每Gram Analysis for Malware Detection,39.98215,116.35962
Word predictability after hesitations: a corpus-based study,35.704838,139.71712
Optimizing lexical and N-gram coverage via judicious use of linguistic data,50.74325,-1.897244
Using Mostly Native Data to Correct Errors in Learners' Writing,52.175278,0.133323
n-Gram Geo-trace Modeling,28.561607,77.28015
OCR Post-processing Using Weighted Finite-State Transducers,51.48511,-0.003905
Script Independent Word Spotting in Offline Handwritten Documents Based on Hidden Markov Models,45.649548,13.781725
Evaluating Academic Development in a Time of Perplexity,47.240555,6.0225
TOWARDS THE QUANTIFICATION OF THE SEMANTIC INFORMATION ENCODED IN WRITTEN LANGUAGE,29.866667,31.316668
User language model for collaborative personalized search,43.806744,126.560616
Lexical triggers and latent semantic analysis for cross-lingual language model adaptation,27.68184,85.28646
Morpheme-Based Language Modeling for Arabic Lvcsr,36.15222,-95.94639
Language Model Integration for the Recognition of Handwritten Medieval Documents,35.69339,139.71194
Using Gaussian Mixture Models to Detect Figurative Language in Context,50.754868,6.098174
Robust modeling of musical chord sequences using probabilistic N-grams,41.3927,-73.9584
Incremental language models for speech recognition using finite-state transducers,41.861336,-87.83415
Stochastic trajectory modeling and sentence searching for continuous speech recognition,34.129635,-117.970764
Morphology-based and sub-word language modeling for Turkish speech recognition,45.20878,5.690056
Coarse-to-fine syntactic machine translation using language projections,48.841446,2.347196
Learning diagnostic models using speech and language measures,-0.914752,100.45946
Polyglot Neural Language Models: A Case Study in Cross-Lingual Phonetic Representation Learning,36.427826,116.00765
Pronunciation and silence probability modeling for ASR,24.182076,120.6483
Large and Diverse Language Models for Statistical Machine Translation,50.822487,19.116161
Some thoughts on corpora and second-language acquisition,55.73864,12.548275
Tweet modeling with LSTM recurrent neural networks for hashtag recommendation,48.862724,2.281916
Investigating Bidirectional Recurrent Neural Network Language Models for Speech Recognition,26.0779,-80.24189
"Neural Text Generation: Past, Present and Beyond",56.861183,53.20706
An Instance Theory of Semantic Memory,51.806465,10.341708
A Twitter Corpus for Hindi-English Code Mixed POS Tagging,6.464518,100.16313
Acoustic-to-Word Attention-Based Model Complemented with Character-Level CTC-Based Model,40.33167,-74.66778
"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",51.489902,-0.170396
Semi-supervised Training for End-to-end Models via Weak Distillation,39.937653,116.35476
Towards a Deep and Unified Understanding of Deep Neural Models in NLP,34.17362,-118.83842
Sequential Convolutional Neural Networks for Slot Filling in Spoken Language Understanding,18.428677,-64.618095
From Characters to Words to in Between: Do We Capture Morphology?,34.685497,-118.15829
A Teacher-Student Framework for Zero-Resource Neural Machine Translation,48.698143,2.181693
Sequence to Sequence Mixture Model for Diverse Machine Translation,41.004,-73.907
Training language GANs from Scratch,59.25487,15.247931
Cross-Lingual Pre-Training Based Transfer for Zero-Shot Neural Machine Translation,53.463276,-2.238434
Improving Massively Multilingual Neural Machine Translation and Zero-Shot Translation,36.19,-94.55861
Beyond 512 Tokens: Siamese Multi-depth Transformer-based Hierarchical Encoder for Long-Form Document Matching,34.2345,108.96199
Enhanced sequence labeling based on latent variable conditional random fields,-23.644632,-46.528225
Discriminative training on language model,30.31909,120.36405
GOBO: Quantizing Attention-Based NLP Models for Low Latency and Energy Efficient Inference,55.86446,-4.234178
MPNet: Masked and Permuted Pre-training for Language Understanding,31.571815,-84.14432
An Information Bottleneck Approach for Controlling Conciseness in Rationale Extraction,51.5368,-0.134
ARBERT & MARBERT: Deep Bidirectional Transformers for Arabic.,3.543702,103.42891
Multi-task learning based pre-trained language model for code completion,32.909256,-96.75105
Internal Language Model Estimation for Domain-Adaptive End-to-End Speech Recognition,37.719166,-97.29305
w2v-BERT: Combining Contrastive Learning and Masked Language Modeling for Self-Supervised Speech Pre-Training,33.17555,131.61311
A Virtual Therapist for Speech and Language Therapy,44.410095,8.9728
Lexical surprisal as a general predictor of reading time,52.382557,13.064444
Hierarchical System Combination for Machine Translation,53.76302,-2.7074
Language modelling for efficient beam-search,45.743443,4.880336
"Unsupervised, language-independent grapheme-to-phoneme conversion by latent analogy",43.040745,-87.916626
Morpho-syntactic post-processing of N-best lists for improved French automatic speech recognition,37.02236,-7.927639
Relevance weighting for combining multi-domain data for -gram language modeling,-8.585613,116.09214
"PERFORMANCE, EVALUATION AND THE NHS: A CASE STUDY IN CONCEPTUAL PERPLEXITY AND ORGANIZATIONAL COMPLEXITY",-5.187795,119.476364
Efficient q-Gram Filters for Finding All 汍-Matches over a Given Length,-7.783317,110.39432
A word clustering approach for language model-based sentence retrieval in question answering systems,51.561024,9.967046
A Unified Probabilistic Approach to Improve Spelling in an Event-Related Potential-Based Brain每Computer Interface,39.73875,-82.58607
Backoff hierarchical class n-gram language models: effectiveness to model unseen events in speech recognition,35.697475,139.76158
Improving "email speech acts" analysis via n-gram selection,53.55159,9.935706
Cross-Lingual Mixture Model for Sentiment Classification,53.542316,-2.117725
Smooth Bilingual $N$-Gram Translation,39.71583,141.13722
Detection of language boundary in code-switching utterances by bi-phone probabilities,50.859047,-0.086603
Closing the Loop in Webpage Understanding,31.285051,121.505
Variable-length sequence modeling: multigrams,30.536203,114.29828
The use of a linguistically motivated language model in conversational speech recognition,49.8768,2.2646
Lightly supervised and data-driven approaches to Mandarin broadcast news transcription,28.18216,113.0847
"Model With Minimal Translation Units, But Decode With Phrases",43.721012,10.402786
Non-Negative Factor Analysis of Gaussian Mixture Model Weight Adaptation for Language and Dialect Recognition,30.502033,114.39032
Investigating the Usefulness of Generalized Word Representations in SMT,48.870018,2.27344
"The MERL/SRI system for the 3RD CHiME challenge using beamforming, robust feature extraction, and advanced speech recognition",31.20259,121.48552
Low cost Portability for statistical machine translation based on n-gram frequency and TF-IDF.,45.70709,126.62405
Learning Language-Visual Embedding for Movie Understanding with Natural-Language,34.86693,113.65797
Exploring Personalized Neural Conversational Models,51.427185,-0.344256
Order-Planning Neural Text Generation From Structured Data,3.857427,11.501418
End-to-End Quantum-like Language Models with Application to Question Answering,45.783005,4.874988
A Multilayer Convolutional Encoder-Decoder Neural Network for Grammatical Error Correction,-23.207266,-45.860577
Relevance models for topic detection and tracking,40.631042,-73.95445
Compression of recurrent neural networks for efficient language modeling,41.14678,-8.615796
Frequency-specific brain dynamics related to prediction during language comprehension,45.20716,5.696991
Topic-Aware Neural Keyphrase Generation for Social Media Language,51.09011,17.02618
American Sign Language Fingerspelling Recognition in the Wild,24.940802,67.12024
Improving Multilingual Sentence Embedding using Bi-directional Dual Encoder with Additive Margin Softmax,31.197779,121.45194
Constant-Time Machine Translation with Conditional Masked Language Models.,56.95098,24.116293
Q-BERT: Hessian Based Ultra Low Precision Quantization of BERT,34.709263,-86.67386
Reweighted Proximal Pruning for Large-Scale Language Representation,36.15501,-95.99031
View N-Gram Network for 3D Object Retrieval,30.649036,104.186874
Data-dependent Gaussian Prior Objective for Language Generation,26.076527,119.26483
Gram : A Graph Data Model and Query Language,40.753017,-73.69851
One-to-Many Multilingual End-to-End Speech Translation,40.748432,-73.98566
ToD-BERT: Pre-trained Natural Language Understanding for Task-Oriented Dialogues,29.45534,-98.56111
Lite Transformer with Long-Short Range Attention,31.198109,121.605774
UnifiedQA: Crossing Format Boundaries With a Single QA System,52.067963,4.32979
Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,57.03788,9.908508
Should You Fine-Tune BERT for Automated Essay Scoring?,39.895454,116.2643
Recall and Learn: Fine-tuning Deep Pretrained Language Models with Less Forgetting,10.763,78.818
IndoLEM and IndoBERT: A Benchmark Dataset and Pre-trained Language Model for Indonesian NLP,39.895718,116.46058
<scp>Canine</scp>: Pre-training an Efficient Tokenization-Free Encoder for Language Representation,48.261665,11.671667
Is Supervised Syntactic Parsing Beneficial for Language Understanding Tasks? An Empirical Investigation,45.704067,13.719149
Hubert: How Much Can a Bad Teacher Benefit ASR Pre-Training?,51.4871,-0.2195
A Comprehensive Survey on Word Representation Models: From Classical to State-of-the-Art Word Representation Language Models,49.833645,18.163942
Forming Word Classes by Statistical Clustering for Statistical Language Modelling,33.8298,-118.2947
Normalizing German and English Inflectional Morphology to Improve Statistical Word Alignment,39.908817,116.36167
Simple Type-Level Unsupervised POS Tagging,50.096474,8.661333
Semantics and Inference for Recursive Probability Models,25.175,121.449
Language Model Applications to Spelling with Brain-Computer Interfaces,28.363878,75.58701
Developing speech recognition systems for corpus indexing under the IARPA Babel program,48.835903,2.336502
Tree-gram parsing lexical dependencies and structural relations,45.80981,8.631205
Sentiment analysis of social media content using N-Gram graphs,50.064445,19.925833
Combining Relevance Language Modeling and Clarity Measure for Extractive Speech Summarization,13.353973,74.788994
Generalized linear interpolation of language models,30.898275,121.899956
The role of inhibition in a spreading-activation model of language production. II. The simulational perspective,-38.005127,-57.569283
"Comparative Study of Indexing and Search Strategies for the Hindi, Marathi, and Bengali Languages",4.601613,-74.06517
"Subword Modeling for Automatic Speech Recognition: Past, Present, and Emerging Approaches",18.403055,-66.05055
Using web corpus statistics for program analysis,37.689262,140.4704
Using posterior word probabilities for improved speech recognition,39.91624,116.398834
Improved Recognition of Spontaneous Hungarian Speech〞Morphological and Acoustic Modeling Techniques for a Less Resourced Task,23.814034,86.44099
Predicting sentences using N-gram language models,34.818447,135.6456
Scaling shrinkage-based language models,29.53064,106.51179
Modelling lexical redundancy for machine translation,44.663494,-74.99907
Summarizing Online Reviews Using Aspect Rating Distributions and Language Modeling,-7.307038,112.726425
The Operation Sequence Model〞Combining N-Gram-Based and Phrase-Based Statistical Machine Translation,45.01093,-93.45425
Cognitively Plausible Models of Human Language Processing,39.332886,-76.622986
Deciphering Foreign Language by Combining Language Models and Context Vectors,53.3809,-6.594628
Towards recurrent neural networks language models with linguistic and contextual features,51.06224,13.952196
Named Entity Recognition with Word Embeddings and Wikipedia Categories for a Low-Resource Language,36.123592,103.7233
Learning Word Representations with Regularization from Prior Knowledge,37.355,-5.938
Natural Language Statistical Features of LSTM-Generated Texts,31.433939,73.06489
Cross-language Citation Recommendation via Hierarchical Representation Learning on Heterogeneous Graph,22.13004,113.54579
"Unifying Human and Statistical Evaluation for Natural Language
  Generation",40.43972,-79.97639
Unsupervised Discovery of Gendered Language through Latent-Variable Modeling,13.757925,100.48585
Attention Is (not) All You Need for Commonsense Reasoning,1.282566,103.83402
Efficient Large-Scale Neural Domain Classification with Personalized Attention,40.198322,-85.40894
Zoneout: Regularizing RNNs by Randomly Preserving Hidden Activations.,42.36798,-83.08612
Incremental Adaptation Strategies for Neural Network Language Models,50.933,-1.434
Character-level language modeling with hierarchical recurrent neural networks,30.50797,114.41321
WinoGrande: An Adversarial Winograd Schema Challenge at Scale,39.88896,32.653904
Adversarial Training of End-to-end Speech Recognition Using a Criticizing Language Model,30.414,-91.1783
Reducing Gender Bias in Word-Level Language Models with a Gender-Equalizing Loss Function,38.3331,38.4389
Building Language Models for Text with Named Entities,55.712223,12.541667
GroupReduce: Block-Wise Low-Rank Approximation for Neural Language Model Shrinking,42.65197,-73.76442
Code-switched Language Models Using Dual RNNs and Same-Source Pretraining,29.637793,-82.34929
Fusion of Detected Objects in Text for Visual Question Answering,34.269985,108.98832
Towards Understanding Neural Machine Translation with Word Importance,33.594723,133.61305
Transfer Learning in Multilingual Neural Machine Translation with Dynamic Vocabulary,28.618666,77.21183
Thieves on Sesame Street! Model Extraction of BERT-based APIs,60.205063,24.963594
Zero-shot Text Classification With Generative Language Models.,40.478813,-3.6925561
Alternating Language Modeling for Cross-Lingual Pre-Training,41.615112,0.620052
The Rwth Asr System for Ted-Lium Release 2: Improving Hybrid Hmm With Specaugment,41.500305,-81.61927
Explaining Question Answering Models through Text Generation.,52.19492,0.134905
A Controllable Model of Grounded Response Generation,-20.396519,-43.50944
FILTER: An Enhanced Fusion Method for Cross-lingual Language Understanding,47.402325,8.611903
Is Multilingual BERT Fluent in Language Generation,51.452904,7.356254
Evaluating the Impact of Knowledge Graph Context on Entity Disambiguation Models,32.05755,118.779045
Early Exiting BERT for Efficient Document Ranking,53.893322,27.549416
Data Augmentation using Pre-trained Transformer Models,34.97383,135.94995
AMMU: A survey of transformer-based biomedical pretrained language models,48.703487,2.176691
Decomposable modeling in natural language processing,24.774467,121.04561
Multi-lingual speech recognition with low-rank multi-task deep neural networks,1.391519,99.27128
Improving statistical language model performance with automatically generated word hierarchies,49.989445,8.229722
On-line learning of language models with word error probability distributions,55.648335,12.465833
Rapid bootstrapping of five eastern european languages using the rapid language adaptation toolkit,39.97738,116.384
Lindblom＊s lament: Incrementalism and the persistent pull of the status quo,52.297073,10.462984
A hierarchical system for word discovery exploiting DTW-based initialization,21.320375,39.96795
Autism and Perplexity: A Qualitative and Theoretical Study of Basic Subjective Experiences in Schizophrenia,19.023916,72.85753
Trigger-Based Language Modeling using a Loss-Sensitive Perceptron Algorithm,39.90795,116.29098
Supervised language modeling for temporal resolution of texts,34.829273,113.55098
Robust Recognition of Degraded Documents Using Character N-Grams,45.41147,-75.70855
A spoken language system for automated call routing,-8.164787,113.716774
Data-driven text features for sponsored search click prediction,31.175798,121.38681
Fast string matching using an n-gram algorithm,25.150106,121.7777
Harnessing Models of Users＊ Goals to Mediate Clarification Dialog in Spoken Language Systems,32.130947,118.84071
Hierarchical Bayesian Language Models for Conversational Speech Recognition,45.789692,3.108777
Strategies for Language Model Web-Data Collection,32.885925,-117.17643
Cross-language bootstrapping based on completely unsupervised training using multilingual A-stabil,26.862762,75.81853
"Intonational boundaries, speech repairs and discourse markers",51.502705,-0.12535
Stochastic language generation using WIDL-expressions and its application in machine translation and summarization,32.41945,-81.776695
Unsupervised language model adaptation for broadcast news,40.27738,-7.50887
Start-synchronous search for large vocabulary continuous speech recognition,31.303558,120.63497
Larger-Context Language Modelling,40.09879,-83.76095
Feedforward Sequential Memory Networks: A New Structure to Learn Long-term Dependency,37.58589,127.00432
Incorporating Side Information into Recurrent Neural Network Language Models,40.73575,-73.817856
Towards Zero-Shot Frame Semantic Parsing for Domain Scaling,51.11111,17.063889
Speaker-Follower Models for Vision-and-Language Navigation,41.82231,123.560524
An End-to-End Language-Tracking Speech Recognizer for Mixed-Language Speech,39.97798,116.38714
Joint Endpointing and Decoding with End-to-end Models,35.626995,139.66498
Word n-gram attention models for sentence similarity and inference,31.073824,-97.35225
Temporal Analysis of Language through Neural Language Models,46.81301,-71.224045
Topic compositional neural language model,35.142067,126.92164
On Modular Training of Neural Acoustics-to-Word Model for LVCSR,42.800556,-1.636944
The Fine Line between Linguistic Generalization and Failure in Seq2Seq-Attention Models,30.308933,120.389626
Story Ending Prediction by Transferable BERT,24.147242,47.271362
Latent Relation Language Models,51.51959,-0.181646
MC-BERT4HATE: Hate Speech Detection using Multi-channel BERT for Different Languages and Translations,30.252539,57.109325
Does BERT need domain adaptation for clinical negation detection?,13.755853,100.490875
Rnn-Transducer with Stateless Prediction Network,50.103317,14.389892
LinCE: A Centralized Benchmark for Linguistic Code-switching Evaluation,48.84495,2.339193
CM-BERT,38.86893,16.579796
Self-Supervised Meta-Learning for Few-Shot Natural Language Classification Tasks,19.6914,-101.2069
Knowledge-Grounded Dialogue Generation with Pre-trained Language Models,43.6536,-79.4055
Bottom-Up and Top-Down: Predicting Personality with Psycholinguistic and Language Model Features,61.50382,23.818169
"COCO-LM: Correcting and Contrasting Text Sequences for Language Model
  Pretraining",37.458534,121.468735
Self-Diagnosis and Self-Debiasing: A Proposal for Reducing Corpus-Based Bias in NLP,40.301067,-76.64856
Fantastically Ordered Prompts and Where to Find Them: Overcoming Few-Shot Prompt Order Sensitivity,38.008553,114.45436
BioGPT: generative pre-trained transformer for biomedical text generation and mining,34.381157,108.978516
